,Store,regions_observed,mapped_region
63682,128,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63683,129,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63684,130,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63685,131,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63686,132,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63689,135,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63690,136,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63691,137,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63693,139,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63694,140,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63695,141,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63696,142,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63697,143,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63698,144,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63699,145,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63700,146,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63701,147,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63703,149,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63706,152,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63707,153,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63708,154,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63709,155,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63711,157,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63712,158,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63713,159,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63714,160,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63715,161,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63716,162,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63718,164,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63719,165,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63720,166,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63722,168,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63723,169,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63724,170,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63725,171,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63726,172,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63728,174,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63730,176,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63733,179,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63735,181,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63736,182,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63737,183,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63738,184,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63740,186,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63742,188,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63743,189,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63744,190,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63745,191,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63746,192,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63747,193,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63748,194,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63749,195,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63753,199,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63754,200,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63755,201,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63756,202,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63758,204,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63760,206,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63764,210,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63767,213,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63768,214,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63769,215,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63770,216,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63772,218,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63773,219,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63774,220,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63778,224,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63780,226,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63781,227,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63782,228,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63783,229,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63785,231,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63787,233,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63788,234,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63789,235,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63792,238,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63793,239,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63795,241,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63796,242,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63797,243,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63798,244,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63799,245,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63801,247,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63804,250,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63805,251,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63806,252,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63807,253,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63808,254,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63809,255,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63810,256,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63812,258,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63813,259,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63817,263,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63819,265,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63823,269,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63826,272,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63827,273,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63828,274,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63829,275,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63831,277,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63833,279,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63834,280,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63837,283,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63838,284,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63839,285,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63841,287,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63842,288,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63843,289,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63844,290,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63848,294,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63849,295,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63850,296,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63851,297,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63852,298,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63854,300,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63856,302,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63857,303,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63859,305,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63860,306,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63862,308,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63863,309,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63865,311,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63866,312,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63868,314,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63870,316,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63871,317,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63877,323,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63879,325,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63880,326,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63882,328,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63883,329,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63884,330,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63885,331,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63888,334,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63889,335,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63890,336,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63891,337,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63892,338,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63893,339,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63895,341,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63896,342,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63897,343,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63899,345,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63900,346,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63901,347,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63902,348,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63904,350,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63905,351,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63907,353,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63908,354,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63910,356,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63912,358,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63913,359,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63916,362,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63918,364,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63919,365,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63922,368,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63923,369,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63924,370,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63925,371,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63926,372,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63927,373,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63932,378,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63934,380,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63937,383,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63939,385,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63940,386,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63941,387,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63942,388,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63945,391,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63946,392,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63947,393,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63948,394,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63949,395,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63951,397,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63953,399,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63957,403,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63958,404,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63959,405,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63960,406,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63961,407,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63962,408,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63963,409,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63964,410,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63965,411,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63966,412,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63967,413,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63968,414,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63969,415,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63971,417,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63972,418,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63974,420,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63978,424,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63979,425,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63980,426,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63981,427,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63982,428,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63983,429,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63984,430,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63985,431,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63988,434,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63989,435,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63994,440,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63995,441,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63996,442,"BW, BY, HE, NW, RP, SL",BB_MV_TH
63999,445,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64000,446,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64002,448,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64003,449,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64004,450,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64005,451,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64009,455,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64010,456,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64011,457,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64012,458,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64015,461,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64017,463,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64019,465,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64020,466,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64021,467,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64024,470,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64025,471,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64027,473,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64029,475,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64031,477,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64035,481,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64039,485,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64040,486,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64044,490,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64045,491,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64046,492,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64047,493,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64049,495,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64051,497,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64052,498,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64053,499,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64054,500,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64055,501,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64056,502,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64059,505,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64060,506,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64061,507,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64062,508,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64063,509,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64064,510,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64066,512,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64068,514,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64069,515,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64070,516,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64071,517,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64072,518,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64075,521,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64076,522,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64081,527,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64082,528,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64086,532,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64087,533,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64088,534,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64089,535,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64090,536,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64091,537,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64093,539,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64094,540,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64095,541,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64096,542,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64097,543,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64099,545,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64101,547,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64102,548,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64104,550,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64106,552,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64107,553,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64109,555,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64111,557,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64115,561,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64117,563,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64118,564,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64119,565,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64121,567,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64122,568,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64124,570,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64125,571,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64126,572,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64127,573,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64128,574,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64129,575,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64133,579,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64135,581,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64136,582,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64138,584,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64140,586,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64141,587,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64143,589,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64144,590,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64145,591,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64146,592,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64151,597,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64152,598,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64155,601,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64156,602,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64157,603,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64158,604,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64159,605,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64164,610,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64165,611,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64166,612,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64169,615,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64170,616,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64172,618,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64173,619,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64174,620,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64175,621,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64177,623,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64178,624,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64179,625,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64181,627,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64183,629,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64187,633,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64190,636,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64191,637,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64192,638,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64193,639,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64194,640,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64195,641,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64196,642,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64198,644,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64199,645,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64200,646,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64204,650,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64205,651,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64207,653,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64209,655,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64210,656,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64211,657,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64212,658,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64213,659,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64214,660,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64215,661,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64217,663,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64219,665,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64220,666,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64223,669,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64224,670,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64225,671,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64227,673,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64228,674,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64229,675,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64230,676,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64231,677,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64232,678,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64235,681,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64238,684,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64239,685,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64241,687,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64243,689,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64244,690,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64245,691,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64246,692,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64247,693,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64248,694,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64249,695,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64251,697,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64253,699,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64254,700,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64255,701,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64256,702,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64257,703,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64259,705,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64260,706,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64261,707,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64264,710,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64265,711,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64266,712,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64267,713,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64268,714,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64270,716,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64271,717,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64272,718,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64273,719,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64277,723,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64278,724,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64281,727,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64282,728,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64283,729,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64285,731,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64287,733,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64288,734,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64290,736,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64291,737,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64292,738,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64293,739,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64294,740,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64296,742,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64298,744,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64300,746,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64302,748,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64303,749,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64304,750,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64305,751,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64306,752,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64307,753,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64310,756,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64311,757,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64312,758,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64313,759,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64316,762,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64318,764,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64319,765,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64320,766,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64323,769,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64324,770,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64325,771,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64327,773,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64329,775,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64330,776,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64331,777,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64332,778,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64336,782,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64338,784,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64339,785,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64343,789,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64344,790,"BW, BY, HE, NW, RP, SL",BB_MV_TH
64345,791,"BW, BY, HE, NW, RP, SL",BB_MV_TH
